"jobTitle","position","minBudget","maxBudget","travelReq","location","description","attachment","orgId","jobType","skills","recruiter","client","minExp","maxExp","noticePeriod","status","jobId","createDate","vacancies","priority","priceType","workType","comment","subvendorId","Questionnaires","country","department","eligibility","responsibilities"
"Business development executive","Business development",120000,250002,False,"{""Remote ""}","Familiarizing yourself with all products and services offered by our company.
Procuring new clients through direct contact, word-of-mouth, and collaboration with the marketing department.
Attending networking activities to research and connect with prospective clients.
Maintaining meaningful relationships with existing clients to ensure that they are retained.
Suggesting upgrades or added products and services that may be of interest to clients.
Crafting business proposals and contracts to draw in more revenue from clients.
Negotiating with clients to secure the most attractive prices.
Equipping staff with the technical and social skills needed to enhance sales.
Reviewing clients' feedback and implementing necessary changes.
Remaining in tune with trends in consumption to ensure that our offerings remain relevant.","",1,"Permanent","{""Good communication skills"",""Lead generation"",""on boarding client "",""proposal management""}","sG585763","CIMT7642","0.5","1.5","0-15 days","Active","JDBD2607","2023-01-05 09:50:03.477937",1,"High","INR","Work from Home","",NULL,NULL,NULL,NULL,NULL,NULL
"Backend Developer","Backend Developer",1,2,False,"{""Navi Mumbai""}","Key responsibilities of a PHP developer:
PHP developers contribute to all stages of the product life cycle development and may undertake tasks such as:
- develop layout and design of websites, programmes and applications
- create reusable, effective and scalable PHP code
- understand how web applications work, including security and session management
- develop plugins and extensions
- perform maintenance of the code and enhance it
- define and maintain a database
- integrate payment gateways on e-commerce portals
- work with Application Program Interface (API)
- assist frontend developers with code integration
- liaise with the User Experience (UX) team
- formulate internal coding standards
- integrate data storage solutions
- possess knowledge of common web server exploits
- develop a workflow for projects
Desired Candidate Profile:
1) Experience: Between 1-2 Yrs.
2) Qualification: Any Degree BSC (IT)/B.Tech/ B.E./MCA/M.Tech.
3) Good Experience in Laravel
4) Proficiency in PHP, JQuery, Javascript, CSS, HTML, MySQL, Postgre SQL, SQL Lite, etc.
5) Experience in Laravel, CodeIgnitor, Slim.API
6) Experience in NodeJS would be added advantage
7) Experience with version control tools such as Git, Bitbucket will be a plus.","",1,"Permanent","{PHP,Laravel,CodeIgnitor}","PC138515","CIMY4030","4","5","15-30 days","Active","JDBD2652","2023-04-25 07:02:12.564699",4,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"BackEnd Developer","Backenddeveloper",3,6,False,"{bangalore}","Experience in developing web applications using NodeJs.
Code, Test and operate node.js based services.
Good to have experience in UI.
Experience in interacting with Databases
Work closely with the Team Lead to deliver items in an Agile Environment.
Collaborate with QA team and solve their problems.
Git/Bit-Bucket for Source Code Management.
Seeing through a project from conception to finished product.
Exposure to developing UI will be an added advantage (Angular/React).
Meeting both technical and customer needs.","https://storage.googleapis.com/hrm-musquare/jobs/Chandr1648111621",1,"Permanent","{Nodejs,Agile,MySQL}","Achyuth","CICS9111","2","4","0-15 days","Active","JDBD8188","2022-03-24 08:47:03.290737",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Branch Sales Manager","BranchSalesManager",600000,1200000,True,"{Bangalore}","Achievement of new acquisition value and number plan for retail current accounts for the branch. (responsibility on new acquisition plans/product mix etc. will be basis the acquisition model )			 Ensure overall value enhancement from the portfolio of customers handled.			 Responsible for monitoring the portfolio health of portfolio retail current accounts in the branch, with respect to on-boarding, activation, value build-up & AQB maintenance			 Understanding the customer business and prepare customer profile 			 Maintain continuous customer engagement through customer visits / contacts and proactive resolution of customer issues / queries.			 Proactively monitoring balances and controlling attrition.			 Focusing on ‘Profile-based selling’ approach, for cross - sell of value added products/services			 acquisition of new to bank liability customer– through referral of portfolio customers.- Market Penetration			 Support catchment profiling for the branch for CA potential with the help of","",1,"Permanent","{Sales,B2B}","DB413862","CIQC2196","5","12","30-45 days","Active","JDBS7738","2023-05-10 09:14:22.410421",9,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Sr Power BI Developer/Technical Lead","TechnicalLead",1200000,1600000,True,"{Bangalore}","Power BI development and administration.Ability to write SQL queries against Snowflake/Oracle/MS SQL.Ability to gather and develop ETL pipelines in and out of data warehouse objects.Should have knowledge and experience in prototyping, designing, and requirement analysis.Should have knowledge and skills for secondary tools such as Microsoft Azure, SQL data warehouse, R, Oracle data warehouse etc.Building Analysis Services reporting models.Developing visual reports, dashboards and KPI scorecards using Power BI desktop.Connecting to data sources, importing data, and transforming data for Business Intelligence.
Excellent in analytical thinking for translating data into informative visuals and reports.
Able to implement row level security on data and understand application security layer models in Power BI.Proficient in making DAX queries in Power BI desktop.Expertise in using advance level calculations on the data set.Responsible for design methodology and project documentation.","",1,"Permanent","{""BI development"",""Data warehousing concepts"",""Data integration tools"",""MS office tools"",Tableau,Qlik,SQL}","PC138515","CICS9111","4","8","0-15 days","Active","JDBT9693","2022-08-05 13:33:36.509792",1,"High","INR","Work from Office","null",NULL,NULL,NULL,NULL,NULL,NULL
".Net core Developer","development",17,18,False,"{""Gur/Pune/ Thane""}","Process Exposure

Able to interact with team and understand functional requirements and create design documents for new features.
Exposure to bug fixing, maintenance, continuous integration releases.
Participate in sprint planning and story elaboration sessions.
Candidate should be able to work independently in an Agile project.
Experience with Test-Driven Development, Integration testing and Agile processes.
Reviews peer's code from a standard and design adherence perspective.","",1,"Permanent","{"".net core"",""web api""}","sG585763","CIMY4030","5","7","15-30 days","Active","JD.C4410","2023-04-11 13:15:01.29534",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
"Cloud Architect","CloudArchitect",3000000,3500000,True,"{HyderabadVijayawada}","Analyze business requirements, architect, design, actively develop cloud data warehouses, data lakes,
and other cloud-based data solutions in AZURE, MongoDB Atlas.Design the overall Virtual Private Cloud VPC environment including server instance, storage instances, subnets, availability zones, etc
Build scalable production systems (Load balancers, Memcached, master/slave architectures)
Implement automation in SDLC wherever possible to improve the time to market and reduce chances
of error.Leverage appropriate AZURE services
Validate the environment to meet all security and compliance controls.Work with cross-functional departments to achieve the overall Company goals.Experience as a software architect, creating and promoting architectural initiatives, balancing long-term strategy with short-term customer needs Proficient in designing solutions using MongoDB, Node.js.Expertise in CI/CD pipeline, tools, techniques and deploying solutions in Cloud Understanding of code versioning","/jobs/Cloud__1660632246.docx",1,"Permanent","{""software Architect"",""IP netwrking including VPC"",VPS,DNS,"""",""CI/CD pipeline"",mongodb,node.js,""Data Warehousing"",AZURE,""Cloud Architecture""}","sarojini","CIET8976","5","7","0-15 days","Active","JDCA2619","2022-08-16 06:44:23.072753",1,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CA AM","CA",19,20,False,"{bangalore}","Maintaining financial controls and reporting in accordance with company and Client requirements. To take the lead in the understanding, interpreting, communicating and delivering efficient accounting service commitments to client and company by effectively engaging and developing the team. CA with post qualification experience of  6 to 8 years.

2. Experience in top CA firms or in multinational organization is preferred but not mandatory

3. Should have managed a team of 5 to 10 members for 2 years plus.

4. Demonstrates project management and skills.

5. Demonstrates the ability to manage multiple clients and diverse team.

6. Excellent client servicing and interpersonal skills.

7. Good command over written and spoken English.

8. Core Experience in Record to Report with in depth knowledge in month close entries, consolidation, revenue (US GAAP, IFRS), GAAP adjustment entries.","",1,"Permanent","{R2R,FP&A,auditing,Accounting}","Venkata Sai Rohith","CICS9111","5","6","Immediate","Active","JDCA5752","2022-06-06 10:35:21.124201",2,"High","INR","Work from Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Cypress Developer","Cypress Developer",1,600000,True,"{Bangalore}","Company: ContinuServe Softech India (https://continuserve.com/)
We are looking for a candidate with ","",1,"Permanent","{""cypress testing tool"",javascript,nodejs,devops,testing}","Achyuth","CICS9111","1","3","0-15 days","Active","JDCD2239","2022-02-17 06:09:20.180967",0,"null","",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"C++ Developer","C++ Developer",2500000,3000000,True,"{Bengaluru}","Job Description:  We are looking for an experienced C++ Developer to join our team. The ideal candidate for this role should have a strong background in Linux Multithreading and Shell Scripting.  You will be responsible for developing, deploying, and maintaining complex software solutions for our clients.  Responsibilities:  Design and develop software solutions using C++, Linux Multithreading, and Shell Scripting. Optimize code to ensure that applications meet performance requirements. Collaborate with other developers to define and design application features. Perform unit and integration testing to ensure product quality. Investigate and debug application issues. Monitor application performance and tune accordingly. Provide technical guidance and mentorship to junior developers. Implement security measures to protect application data. Document application design and development process. Skills:  • Expertise in C++, Linux Multithreading, and Shell Scripting.  Proficient in developing","",1,"Permanent","{C++,Linux}","DB413862","CINE2222","6","10","0-15 days","Active","JDCD7178","2023-04-25 10:29:48.232453",1,"High","INR","Work from Office","",NULL,NULL,NULL,NULL,NULL,NULL
